entity,entry_id,category,source,obtainable
mount,292,Mounts,Collect,true
mount,293,"World Events",Anniversary,true
mount,294,"Wrath of the Lich King","Argent Tournament",true
mount,295,"Wrath of the Lich King","Argent Tournament",true
mount,296,"Wrath of the Lich King","Argent Tournament",true
mount,297,"Wrath of the Lich King","Argent Tournament",true
mount,298,"Wrath of the Lich King","Argent Tournament",true
mount,299,"Wrath of the Lich King","Argent Tournament",true
mount,300,"Wrath of the Lich King","Argent Tournament",true
mount,301,"Wrath of the Lich King","Argent Tournament",true
mount,302,"Wrath of the Lich King","Argent Tournament",true
mount,303,"Wrath of the Lich King","Argent Tournament",true
mount,304,"Wrath of the Lich King","Raid Drop",true
mount,305,"Wrath of the Lich King","Argent Tournament",true
mount,306,"Wrath of the Lich King",Achievement,true
mount,307,"Wrath of the Lich King",Achievement,true
mount,308,,,true
mount,309,Racial,Tauren,true
mount,310,Racial,Orc,true
mount,311,Classic,Reputation,true
mount,312,Professions,Fishing,true
mount,313,PVP,Gladiator,true
mount,314,Racial,Undead,true
mount,317,PVP,Gladiator,true
mount,318,"Wrath of the Lich King","Argent Tournament",true
mount,319,"Wrath of the Lich King","Argent Tournament",true
mount,320,"Wrath of the Lich King","Argent Tournament",true
mount,321,"Wrath of the Lich King","Argent Tournament",true
mount,322,"Wrath of the Lich King","Argent Tournament",true
mount,323,"Wrath of the Lich King","Argent Tournament",true
mount,324,"Wrath of the Lich King","Argent Tournament",true
mount,325,"Wrath of the Lich King","Argent Tournament",true
mount,326,"Wrath of the Lich King","Argent Tournament",true
mount,327,"Wrath of the Lich King","Argent Tournament",true
mount,328,Promotion,"Trading Card Game / Auction House",true
mount,329,"Wrath of the Lich King","Argent Tournament",true
mount,330,"Wrath of the Lich King","Argent Tournament",true
mount,331,"Wrath of the Lich King","Argent Tournament",true
mount,332,"Wrath of the Lich King","Argent Tournament",true
mount,333,,,true
mount,334,,,true
mount,335,,,true
mount,336,Racial,Undead,true
mount,337,Racial,"Night Elf",true
mount,338,Other,Paladin,true
mount,340,PVP,Gladiator,true
mount,341,"Wrath of the Lich King","Argent Tournament",true
mount,342,"Wrath of the Lich King",Achievement,true
mount,343,"Wrath of the Lich King",Achievement,true
mount,344,"Wrath of the Lich King",Achievement,true
mount,345,"Wrath of the Lich King",Achievement,true
mount,349,"Wrath of the Lich King","Raid Drop",true
mount,350,Other,Paladin,true
mount,351,Other,Paladin,true
mount,352,"World Events","Love is in the Air",true
mount,358,PVP,Gladiator,true
mount,363,"Wrath of the Lich King","Raid Drop",true
mount,364,"Wrath of the Lich King",Achievement,true
mount,365,"Wrath of the Lich King",Achievement,true
mount,366,"Wrath of the Lich King",Quest,true
mount,367,Other,Paladin,true
mount,368,Other,Paladin,true
mount,371,"Past Limited Time","Trading Post Re-Releases",true
mount,372,Promotion,"Trading Card Game / Auction House",true
mount,373,Cataclysm,Quest,true
mount,375,Professions,Tailoring,true
mount,376,"Past Limited Time","Trading Post Re-Releases",true
mount,382,"Past Limited Time","Trading Post Re-Releases",true
mount,386,Professions,Archaeology,true
mount,388,Racial,Goblin,true
mount,389,Racial,Goblin,true
mount,391,Cataclysm,Achievement,true
mount,392,Cataclysm,Achievement,true
mount,393,Cataclysm,"Rare Spawn",true
mount,394,Cataclysm,Reputation,true
mount,395,Cataclysm,"Dungeon Drop",true
mount,396,Cataclysm,"Raid Drop",true
mount,397,Cataclysm,"Dungeon Drop",true
mount,398,Cataclysm,Reputation,true
mount,399,Cataclysm,Reputation,true
mount,400,Cataclysm,"Rare Spawn",true
mount,401,Other,"Guild Vendor",true
mount,403,Other,"Guild Vendor",true
mount,404,Professions,Archaeology,true
mount,405,Cataclysm,Reputation,true
mount,406,Cataclysm,Reputation,true
mount,407,Professions,Alchemy,true
mount,408,Promotion,"Trading Card Game / Auction House",true
mount,409,Other,"Guild Vendor",true
mount,410,Cataclysm,"Dungeon Drop",true
mount,411,Cataclysm,"Dungeon Drop",true
mount,412,Promotion,"Trading Card Game / Auction House",true
mount,413,Cataclysm,Achievement,true
mount,415,Cataclysm,"Raid Drop",true
mount,416,Mounts,Collect,true
mount,417,Cataclysm,Achievement,true
mount,418,Promotion,"Trading Card Game / Auction House",true
mount,419,Cataclysm,"Dungeon Drop",true
mount,420,Cataclysm,"Rare Spawn",true
mount,421,Promotion,"Blizzard Store",true
mount,422,PVP,"Vicious Saddle",true
mount,423,PVP,"Vicious Saddle",true
mount,424,PVP,Gladiator,true
mount,425,Cataclysm,"Raid Drop",true
mount,426,Promotion,"Trading Card Game / Auction House",true
mount,428,PVP,Gladiator,true
mount,429,"World Events","Darkmoon Faire",true
mount,430,"World Events",Noblegarden,true
mount,431,"World Events","Love is in the Air",true
mount,432,Promotion,"Trading Card Game / Auction House",true
mount,433,Promotion,"Trading Card Game / Auction House",true
mount,434,"World Events","Darkmoon Faire",true
mount,435,Racial,Worgen,true
mount,436,Racial,Worgen,true
mount,439,"Past Limited Time","Trading Post Re-Releases",true
mount,440,"Past Limited Time","Trading Post Re-Releases",true
mount,441,"Past Limited Time","Trading Post Re-Releases",true
mount,442,Cataclysm,"Raid Drop",true
mount,443,Cataclysm,Achievement,true
mount,444,Cataclysm,"Raid Drop",true
mount,445,Cataclysm,"Raid Drop",true
mount,446,Promotion,"Blizzard Store",true
mount,447,Promotion,"Trading Card Game / Auction House",true
mount,448,"Mists of Pandaria","Order of the Cloud Serpent",true
mount,449,"Mists of Pandaria",Reputation,true
mount,450,"Mists of Pandaria",Achievement,true
mount,451,Professions,Jewelcrafting,true
mount,452,Racial,Pandaren,true
mount,453,Racial,Pandaren,true
mount,454,"Past Limited Time","Trading Post Re-Releases",true
mount,455,Promotion,Recruit-A-Friend,true
mount,456,Professions,Jewelcrafting,true
mount,457,Professions,Jewelcrafting,true
mount,458,Professions,Jewelcrafting,true
mount,459,Professions,Jewelcrafting,true
mount,460,"Mists of Pandaria","Kun-Lai Vendor",true
mount,462,"Past Limited Time","Remix: Pandaria",true
mount,463,"Mists of Pandaria",Reputation,true
mount,464,"Mists of Pandaria","Order of the Cloud Serpent",true
mount,465,"Mists of Pandaria","Order of the Cloud Serpent",true
mount,466,Other,"Guild Vendor",true
mount,467,PVP,Gladiator,true
mount,468,Promotion,"Blizzard Store",true
mount,469,Professions,Engineering,true
mount,470,Professions,Engineering,true
mount,471,"Mists of Pandaria",Quest,true
mount,472,"Mists of Pandaria",Achievement,true
mount,473,"Mists of Pandaria","World Boss",true
mount,474,"Mists of Pandaria",Achievement,true
mount,475,"Mists of Pandaria",Reputation,true
mount,476,"World Events",Timewalking,true
mount,477,Mounts,Collect,true
mount,478,"Mists of Pandaria","Raid Drop",true
mount,479,"Mists of Pandaria","Golden Lotus",true
mount,480,"Mists of Pandaria","Golden Lotus",true
mount,481,"Mists of Pandaria","Golden Lotus",true
mount,482,"Past Limited Time","Remix: Pandaria",true
mount,484,"Past Limited Time","Remix: Pandaria",true
mount,485,"Past Limited Time","Remix: Pandaria",true
mount,486,"Mists of Pandaria","Kun-Lai Vendor",true
mount,487,"Mists of Pandaria","Kun-Lai Vendor",true
mount,488,"Warlords of Draenor","Fishing Shack",true
mount,492,Racial,Pandaren,true
mount,493,Racial,Pandaren,true
mount,494,Racial,Pandaren,true
mount,495,Racial,Pandaren,true
mount,496,Racial,Pandaren,true
mount,497,Racial,Pandaren,true
mount,498,Racial,Pandaren,true
mount,499,Racial,Pandaren,true
mount,500,Racial,Pandaren,true
mount,501,Racial,Pandaren,true
mount,503,"Mists of Pandaria","Challenge Mode",true
mount,504,"Mists of Pandaria",Reputation,true
mount,505,"Mists of Pandaria",Shado-Pan,true
mount,506,"Mists of Pandaria",Shado-Pan,true
mount,507,"Mists of Pandaria",Shado-Pan,true
mount,508,"Mists of Pandaria","The Tillers",true
mount,509,"Mists of Pandaria",Reputation,true
mount,510,"Mists of Pandaria","The Tillers",true
mount,511,"Mists of Pandaria","The Tillers",true
mount,515,"Mists of Pandaria","World Boss",true
mount,516,"Mists of Pandaria",Achievement,true
mount,517,"Mists of Pandaria","Rare Spawn",true
mount,518,"Mists of Pandaria","Challenge Mode",true
mount,519,"Mists of Pandaria","Challenge Mode",true
mount,520,"Mists of Pandaria","Challenge Mode",true
mount,521,Mounts,Collect,true
mount,522,Professions,Engineering,true
mount,523,Promotion,"Blizzard Store",true
mount,526,"Mists of Pandaria",Reputation,true
mount,527,"Mists of Pandaria",Reputation,true
mount,528,"Mists of Pandaria",Quest,true
mount,529,"Mists of Pandaria",Quest,true
mount,530,"Mists of Pandaria",Achievement,true
mount,531,"Mists of Pandaria","Raid Drop",true
mount,532,Promotion,"Trading Card Game / Auction House",true
mount,533,"Mists of Pandaria","World Boss",true
mount,534,"Mists of Pandaria","Rare Spawn",true
mount,535,"Mists of Pandaria","Rare Spawn",true
mount,536,"Mists of Pandaria","Rare Spawn",true
mount,537,"Mists of Pandaria",Quest,true
mount,538,"Mists of Pandaria","Primal Eggs",true
mount,539,"Mists of Pandaria","Primal Eggs",true
mount,540,"Mists of Pandaria","Primal Eggs",true
mount,541,PVP,Gladiator,true
mount,542,"Mists of Pandaria","World Boss",true
mount,543,"Mists of Pandaria","Raid Drop",true
mount,544,Promotion,"Blizzard Store",true
mount,545,"Mists of Pandaria",Reputation,true
mount,546,"Mists of Pandaria",Reputation,true
mount,547,Promotion,Hearthstone,true
mount,548,Mounts,Collect,true
mount,549,Mounts,Collect,true
mount,550,"World Events","Brawler's Guild",true
mount,551,Promotion,"Blizzard Store",true
mount,552,"World Events",Timewalking,true
mount,554,PVP,"Vicious Saddle",true
mount,555,PVP,"Vicious Saddle",true
mount,557,"Mists of Pandaria",Achievement,true
mount,558,"Mists of Pandaria","Raid Drop",true
mount,559,"Mists of Pandaria","Raid Drop",true
mount,560,PVP,"Timeless Isle",true
mount,561,"Mists of Pandaria","Rare Spawn",true
mount,562,PVP,Gladiator,true
mount,563,PVP,Gladiator,true
mount,564,PVP,Gladiator,true
mount,568,Promotion,Recruit-A-Friend,true
mount,571,Promotion,"Blizzard Store",true
mount,593,"Past Limited Time","Trading Post Re-Releases",true
mount,594,Promotion,"Blizzard Store",true
mount,600,Promotion,"Blizzard Store",true
mount,603,Professions,Tailoring,true
mount,606,Other,BMAH,true
mount,607,"Warlords of Draenor",Achievement,true
mount,608,"Warlords of Draenor",Vendor,true
mount,609,"Warlords of Draenor",Stables,true
mount,611,"Warlords of Draenor","Rare Spawn",true
mount,612,"Warlords of Draenor","Rare Spawn",true
mount,613,"Warlords of Draenor","Raid Drop",true
mount,614,"Warlords of Draenor","Rare Spawn",true
mount,615,"Warlords of Draenor",Stables,true
mount,616,"Warlords of Draenor",Garrison,true
mount,617,"Warlords of Draenor",Reputation,true
mount,618,"Warlords of Draenor","Trading Post",true
mount,619,Other,"Guild Vendor",true
mount,620,"Warlords of Draenor",Vendor,true
mount,621,"Warlords of Draenor",Stables,true
mount,622,"Warlords of Draenor","Rare Spawn",true
mount,623,"Warlords of Draenor",Achievement,true
mount,624,"Warlords of Draenor",Reputation,true
mount,625,"Warlords of Draenor",Reputation,true
mount,626,"Warlords of Draenor",Garrison,true
mount,627,"Warlords of Draenor","Rare Spawn",true
mount,628,"Warlords of Draenor",Stables,true
mount,629,"Warlords of Draenor",Stables,true
mount,630,"Warlords of Draenor","Rare Spawn",true
mount,631,"Warlords of Draenor",Missions,true
mount,632,"Warlords of Draenor",Vendor,true
mount,633,Legion,"Raid Drop",true
mount,634,"Warlords of Draenor","World Boss",true
mount,635,"Warlords of Draenor",Reputation,true
mount,636,"Warlords of Draenor","Rare Spawn",true
mount,637,"Warlords of Draenor",Stables,true
mount,638,PVP,Ashran,true
mount,639,PVP,Ashran,true
mount,640,PVP,"Vicious Saddle",true
mount,641,PVP,"Vicious Saddle",true
mount,642,"Warlords of Draenor",Garrison,true
mount,643,"Warlords of Draenor","Rare Spawn",true
mount,644,"Warlords of Draenor",Stables,true
mount,645,"Warlords of Draenor","Trading Post",true
mount,646,"Past Limited Time","Trading Post Originals",true
mount,647,"Warlords of Draenor",Stables,true
mount,648,"Warlords of Draenor",Reputation,true
mount,649,"Warlords of Draenor",Garrison,true
mount,650,Professions,Leatherworking,true
mount,651,Promotion,"Azeroth Choppers",true
mount,652,Promotion,"Azeroth Choppers",true
mount,654,"Warlords of Draenor",Achievement,true
mount,655,"Warlords of Draenor","Rare Spawn",true
mount,656,Legion,Quest,true
mount,657,"Warlords of Draenor","Rare Spawn",true
mount,663,Legion,Vendor,true
mount,664,Mounts,Collect,true
mount,678,Mounts,Heirlooms,true
mount,679,Mounts,Heirlooms,true
mount,682,"Warlords of Draenor","Rare Spawn",true
mount,741,Promotion,"Blizzard Store",true
mount,751,"Warlords of Draenor","Raid Drop",true
mount,753,"Warlords of Draenor",Reputation,true
mount,755,PVP,"Vicious Saddle",true
mount,756,PVP,"Vicious Saddle",true
mount,758,"Warlords of Draenor",Achievement,true
mount,759,PVP,Gladiator,true
mount,760,PVP,Gladiator,true
mount,761,PVP,Gladiator,true
mount,762,"Warlords of Draenor",Missions,true
mount,763,Promotion,"Collector's Edition",true
mount,764,"Warlords of Draenor","Raid Drop",true
mount,765,"Warlords of Draenor",Reputation,true
mount,768,"Warlords of Draenor",Reputation,true
mount,769,"World Events","Winter Veil",true
mount,772,"Warlords of Draenor",Achievement,true
mount,773,Legion,Achievement,true
mount,775,Legion,Achievement,true
mount,776,,,true
mount,778,"World Events",Timewalking,true
mount,779,Professions,Archaeology,true
mount,780,Other,"Demon Hunter",true
mount,781,"World Events",Timewalking,true
mount,784,Legion,Achievement,true
mount,791,Legion,"Raid Drop",true
mount,793,Legion,Quest,true
mount,794,Legion,Quest,true
mount,795,Legion,Quest,true
mount,796,Legion,Quest,true
mount,797,Professions,Blacksmith,true
mount,799,,,true
mount,800,Legion,Reputation,true
mount,802,Legion,"Rare Spawn",true
mount,803,Shadowlands,"Venthyr Rare Spawn",true
mount,804,Legion,Achievement,true
mount,826,PVP,Honor,true
mount,831,PVP,Honor,true
mount,832,PVP,Honor,true
mount,833,PVP,Honor,true
mount,834,PVP,Honor,true
mount,836,PVP,Honor,true
mount,838,Legion,Riddle,true
mount,841,PVP,"Vicious Saddle",true
mount,842,PVP,"Vicious Saddle",true
mount,843,PVP,"Vicious Saddle",true
mount,844,PVP,"Vicious Saddle",true
mount,845,Mounts,Toys,true
mount,846,Legion,Achievement,true
mount,847,Legion,Vendor,true
mount,848,PVP,Gladiator,true
mount,849,PVP,Gladiator,true
mount,850,PVP,Gladiator,true
mount,851,PVP,Gladiator,true
mount,852,PVP,Gladiator,true
mount,853,PVP,Gladiator,true
mount,854,Professions,Leatherworking,true
mount,855,"World Events","Darkmoon Faire",true
mount,860,Legion,"Class Hall",true
mount,861,Legion,"Class Hall",true
mount,864,Legion,"Class Hall",true
mount,865,Legion,"Class Hall",true
mount,866,Legion,"Class Hall",true
mount,867,Legion,"Class Hall",true
mount,868,Legion,"Class Hall",true
mount,870,Legion,"Class Hall",true
mount,872,Legion,"Class Hall",true
mount,873,PVP,"Vicious Saddle",true
mount,874,PVP,"Vicious Saddle",true
mount,875,Legion,"Dungeon Drop",true
mount,876,PVP,"Vicious Saddle",true
mount,877,PVP,"Talon's Vengeance",true
mount,878,"World Events","Brawler's Guild",true
mount,881,Legion,Quest,true
mount,882,PVP,"Vicious Saddle",true
mount,883,Legion,"Dungeon Drop",true
mount,884,Legion,"Class Hall",true
mount,885,Legion,"Class Hall",true
mount,888,Legion,"Class Hall",true
mount,889,Legion,"Class Hall",true
mount,890,Legion,"Class Hall",true
mount,891,Legion,"Class Hall",true
mount,892,Legion,"Class Hall",true
mount,893,Legion,"Class Hall",true
mount,894,Legion,"Class Hall",true
mount,896,Promotion,HotS,true
mount,898,Legion,"Class Hall",true
mount,899,Legion,"Raid Drop",true
mount,900,PVP,"Vicious Saddle",true
mount,901,PVP,"Vicious Saddle",true
mount,905,Legion,"Paragon Reputation",true
mount,906,Legion,"Rare Spawn",true
mount,926,"Battle for Azeroth",Reputation,true
mount,928,"Battle for Azeroth","Zone Drop",true
mount,930,Legion,"Class Hall",true
mount,931,Legion,"Class Hall",true
mount,932,Legion,Reputation,true
mount,933,"Battle for Azeroth",Achievement,true
mount,934,,,true
mount,935,,,true
mount,936,,,true
mount,937,Other,"Feats of Strength",true
mount,939,Legion,Reputation,true
mount,941,Legion,"Paragon Reputation",true
mount,942,Legion,"Paragon Reputation",true
mount,943,Legion,"Paragon Reputation",true
mount,944,Legion,"Paragon Reputation",true
mount,945,PVP,"Vicious Saddle",true
mount,946,PVP,"Vicious Saddle",true
mount,947,Legion,Riddle,true
mount,948,PVP,Gladiator,true
mount,949,Promotion,"Blizzard Store",true
mount,954,Legion,"Raid Drop",true
mount,955,Legion,"Rare Spawn",true
mount,956,"Battle for Azeroth","Zone Drop",true
mount,958,"Battle for Azeroth",Reputation,true
mount,959,Promotion,Blizzcon,true
mount,960,Promotion,Blizzcon,true
mount,961,Legion,Riddle,true
mount,962,"World Events","Darkmoon Faire",true
mount,963,"Battle for Azeroth",Achievement,true
mount,964,Legion,Reputation,true
mount,965,Legion,Reputation,true
mount,966,Legion,Reputation,true
mount,967,Legion,Reputation,true
mount,968,Legion,Reputation,true
mount,970,Legion,"Rare Spawn",true
mount,971,Legion,"Raid Drop",true
mount,972,Legion,Achievement,true
mount,973,Legion,"Rare Spawn",true
mount,974,Legion,"Rare Spawn",true
mount,975,Legion,"Rare Spawn",true
mount,976,Legion,"Rare Spawn",true
mount,978,Legion,"Raid Drop",true
mount,979,Legion,"Rare Spawn",true
mount,980,Legion,"Rare Spawn",true
mount,981,Legion,"Rare Spawn",true
mount,982,Professions,Fishing,true
mount,983,Legion,"Paragon Reputation",true
mount,984,Legion,"Paragon Reputation",true
mount,985,Legion,"Paragon Reputation",true
mount,986,Legion,Achievement,true
mount,993,"Battle for Azeroth","Island Expedition",true
mount,994,"Past Limited Time",Plunderstorm,true
mount,995,"Battle for Azeroth","Dungeon Drop",true
mount,996,Promotion,"Collector's Edition",true
mount,997,Promotion,"Collector's Edition",true
mount,999,Professions,Engineering,true
mount,1006,"Battle for Azeroth","Allied Races",true
mount,1007,"Battle for Azeroth","Allied Races",true
mount,1008,"Battle for Azeroth","Allied Races",true
mount,1009,"Battle for Azeroth","Allied Races",true
mount,1010,"Battle for Azeroth",Reputation,true
mount,1011,Promotion,"Blizzard Store",true
mount,1012,"Battle for Azeroth",Vendor,true
mount,1013,"Battle for Azeroth",Quest,true
mount,1015,"Battle for Azeroth",Reputation,true
mount,1016,"Battle for Azeroth",Reputation,true
mount,1018,"Battle for Azeroth","Zone Drop",true
mount,1019,"Battle for Azeroth","Zone Drop",true
mount,1025,"Battle for Azeroth",Riddle,true
mount,1026,PVP,"Vicious Saddle",true
mount,1027,PVP,"Vicious Saddle",true
mount,1028,Professions,Engineering,true
mount,1030,PVP,Gladiator,true
mount,1031,PVP,Gladiator,true
mount,1032,PVP,Gladiator,true
mount,1035,PVP,Gladiator,true
mount,1038,"Battle for Azeroth","Allied Races",true
mount,1039,Other,BMAH,true
mount,1040,"Battle for Azeroth","Dungeon Drop",true
mount,1042,"Battle for Azeroth",Dubloons,true
mount,1043,"Battle for Azeroth","Daily Activities",true
mount,1044,"Battle for Azeroth","Allied Races",true
mount,1045,PVP,"Vicious Saddle",true
mount,1046,Other,Paladin,true
mount,1047,Other,Paladin,true
